,level_0,index,image_id,mask,group,histogram
40,40,test_unknown_buddha_1400_1500_bronze_met_eyebrow_nose_mask,test_unknown_buddha_1400_1500_bronze_met,eyebrow_nose_mask,2,"[0. 4. 0. 0. 1. 2. 2. 1. 0. 2. 1. 0. 2. 2. 2. 0. 0. 1. 5. 2. 2. 2. 5. 3.
 7. 3. 0. 0. 2. 3. 0. 3. 6. 3. 0. 0. 6. 2. 2. 2. 4. 0. 0. 0. 0. 1. 1. 0.
 2. 1. 5. 3. 0. 1. 1. 1. 2. 1. 4. 1. 1. 6. 2. 5. 4. 2. 3. 0. 1. 0. 3. 0.
 1. 2. 1. 1. 3. 0. 2. 0. 2. 2. 3. 3. 0. 0. 1. 1. 1. 3. 2. 4. 2. 2. 1. 0.
 2. 2. 9. 1. 1. 1. 3. 1. 0. 0. 0. 1. 2. 2. 0. 1. 2. 1. 1. 2. 0. 0. 3. 1.
 0. 3. 1. 0. 3. 0. 2. 0. 4. 2. 1. 1. 0. 1. 0. 0. 0. 3. 0. 5. 2. 2. 0. 1.
 1. 1. 0. 2. 3. 1. 3. 1. 2. 3. 5. 0. 0. 0. 0. 5. 5. 1. 0. 0. 0. 0. 0. 1.
 1. 1. 0. 0. 1. 0. 0. 2. 6. 0. 0. 1. 1. 1. 0. 3. 3. 1. 0. 3. 1. 0. 3. 1.
 0. 3. 2. 1. 4. 0. 0. 0.]"
41,41,ayutthaya_1700_bronze_smithsonian _2_eyebrow_nose_mask,ayutthaya_1700_bronze_smithsonian _2,eyebrow_nose_mask,1,"[ 0.  2.  0.  0.  1.  1.  0.  0.  0.  0.  1.  1.  2.  0.  0.  0.  0.  3.
  3.  0.  0.  1.  4.  3. 18.  2.  1.  2.  0.  0.  0.  1.  0.  0.  0.  0.
  0.  1.  0.  0.  2.  0.  2.  0.  1.  0.  1.  1.  1.  0.  0.  3.  1.  2.
  0.  1.  2.  0.  0.  1.  0.  1.  1.  0.  1.  2.  1.  1.  2.  0.  0.  0.
  0.  1.  0.  1.  0.  1.  3.  0.  1.  4.  0.  0.  0.  1.  2.  1.  1.  0.
  0.  0.  0.  1.  1.  1.  1.  0.  0.  1.  1.  0.  0.  0.  0.  0.  1.  0.
  1.  0.  3.  0.  0.  0.  2.  1.  0.  3.  0.  1.  0.  0.  0.  0.  2.  0.
  1.  1.  1.  0.  0.  0.  0.  1.  1.  0.  1.  0.  0.  1.  0.  0.  0.  0.
  0.  0.  0.  0.  0.  2.  6.  1.  0.  0.  0.  0.  0.  1.  1.  0.  2.  0.
  0.  0.  0.  2.  2.  0.  3.  1.  0.  1.  1.  0.  1.  1.  3.  1.  1.  2.
  1.  0.  0.  0.  0.  1.  0.  0.  1.  1.  0.  0.  0.  0.  0.  0.  0.  1.
  1.  0.]"
42,42,test_sukhothai_1650_bronze_phitsanulok_walters_eyebrow_nose_mask,test_sukhothai_1650_bronze_phitsanulok_walters,eyebrow_nose_mask,2,"[0. 0. 0. 0. 0. 0. 2. 0. 0. 1. 0. 0. 1. 0. 0. 0. 0. 3. 0. 0. 1. 1. 3. 0.
 1. 1. 0. 0. 1. 0. 1. 0. 0. 1. 0. 0. 0. 0. 0. 2. 1. 0. 1. 1. 1. 1. 0. 2.
 0. 0. 2. 0. 0. 2. 1. 2. 0. 0. 1. 0. 0. 5. 0. 0. 0. 0. 1. 3. 2. 0. 2. 1.
 3. 0. 1. 0. 5. 1. 0. 0. 1. 2. 2. 1. 1. 1. 1. 1. 0. 3. 1. 0. 0. 0. 1. 0.
 1. 1. 0. 0. 0. 0. 0. 3. 0. 0. 0. 0. 1. 0. 0. 2. 0. 1. 0. 1. 0. 2. 2. 1.
 0. 1. 0. 0. 2. 2. 0. 0. 1. 0. 0. 2. 0. 1. 1. 0. 0. 0. 3. 0. 0. 0. 1. 0.
 2. 1. 0. 0. 1. 0. 2. 1. 1. 0. 0. 1. 0. 0. 0. 1. 0. 0. 0. 0. 1. 0. 1. 0.
 0. 0. 0. 0. 0. 1. 0. 1. 3. 0. 1. 0. 0. 2. 0. 2. 1. 0. 0. 0. 0. 0. 1. 0.
 0. 0. 0. 1. 1. 2. 0. 1.]"
43,43,test_unknown_buddha_1400_bronze_met_eyebrow_nose_mask,test_unknown_buddha_1400_bronze_met,eyebrow_nose_mask,2,"[2. 0. 0. 0. 0. 0. 1. 0. 0. 3. 0. 0. 0. 0. 1. 0. 1. 0. 0. 0. 0. 0. 0. 0.
 2. 1. 0. 0. 0. 2. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 2. 0. 2. 1. 1. 0. 0. 0.
 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 0. 0. 2. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 0. 0. 0. 0. 1. 1. 0. 0. 1. 1. 0. 0. 0. 0.
 1. 0. 2. 0. 0. 0. 0. 0. 1. 0. 0. 1. 0. 0. 0. 0. 0. 0. 0. 1. 0. 0. 0. 1.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 0. 0. 1. 0. 0. 1. 0. 1. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 1. 1. 0. 0. 1. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 0. 1. 0.
 1. 0. 0. 0. 0. 0. 0. 2. 1. 0. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 1. 0. 0. 0. 0. 0. 0. 0.]"
44,44,test_ayutthaya_1700_hollow_cast_bronze_crowned_walters_eyebrow_nose_mask,test_ayutthaya_1700_hollow_cast_bronze_crowned_walters,eyebrow_nose_mask,2,"[1. 0. 1. 0. 1. 2. 2. 0. 4. 5. 2. 1. 0. 1. 1. 0. 1. 0. 0. 1. 2. 2. 3. 0.
 4. 0. 0. 0. 0. 0. 1. 0. 0. 0. 1. 1. 0. 0. 1. 1. 1. 0. 0. 1. 0. 2. 0. 1.
 0. 1. 2. 1. 0. 0. 0. 1. 0. 0. 3. 0. 0. 1. 2. 4. 2. 1. 0. 1. 0. 0. 3. 0.
 2. 0. 0. 0. 6. 0. 3. 0. 0. 5. 0. 0. 1. 1. 1. 0. 0. 3. 0. 0. 1. 1. 1. 0.
 1. 1. 0. 0. 1. 1. 0. 2. 0. 0. 0. 1. 1. 1. 0. 0. 1. 4. 1. 2. 1. 1. 0. 0.
 2. 0. 0. 0. 2. 1. 0. 0. 1. 0. 0. 0. 0. 0. 1. 0. 0. 0. 0. 2. 2. 3. 0. 0.
 1. 0. 0. 1. 1. 0. 0. 0. 0. 1. 0. 0. 1. 0. 0. 1. 2. 1. 1. 0. 0. 1. 2. 0.
 1. 1. 0. 0. 1. 0. 0. 0. 3. 1. 0. 1. 1. 0. 0. 2. 0. 0. 0. 1. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0.]"
45,0,sukhothai_1600_1700_bronze_ACM_mouth_mask,sukhothai_1600_1700_bronze_ACM,mouth_mask,0,"[1. 1. 2. 1. 0. 2. 1. 0. 2. 1. 3. 1. 1. 0. 1. 1. 2. 1. 2. 0. 2. 2. 1. 1.
 0. 0. 1. 0. 1. 1. 0. 3. 1. 3. 0. 0. 0. 0. 1. 1. 1. 1. 1. 1. 0. 0. 1. 1.
 0. 2. 0. 1. 0. 0. 2. 0. 0. 4. 2. 0. 0. 0. 0. 0. 2. 1. 0. 2. 0. 0. 0. 1.
 1. 1. 0. 0. 0. 0. 2. 0. 1. 1. 0. 1. 0. 2. 0. 1. 1. 3. 0. 1. 0. 1. 1. 1.
 0. 1. 0. 0. 1. 0. 0. 1. 1. 0. 1. 3. 0. 0. 1. 0. 0. 1. 1. 0. 2. 1. 0. 2.
 0. 0. 0. 0. 0. 0. 1. 1. 1. 1. 0. 0. 0. 0. 1. 1. 1. 0. 0. 0. 0. 0. 1. 0.
 1. 0. 1. 4. 0. 2. 1. 0. 0. 1. 0. 0. 0. 1. 1. 1. 1. 0. 2. 0. 0. 1. 0. 1.
 0. 0. 1. 3. 0. 0. 2. 0. 2. 2. 0. 0. 0. 1. 1. 0. 1. 3. 0. 0. 0. 2. 1. 0.
 0. 0. 0. 0. 1. 0. 1. 0.]"
46,1,test_unknown_1400_1500_bronze_LACMA_mouth_mask,test_unknown_1400_1500_bronze_LACMA,mouth_mask,2,"[0. 0. 0. 0. 0. 0. 0. 0. 1. 1. 0. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1.
 0. 1. 0. 0. 1. 0. 2. 1. 0. 0. 1. 0. 1. 0. 2. 1. 1. 0. 0. 0. 0. 0. 0. 0.
 1. 4. 0. 0. 0. 1. 0. 0. 0. 1. 0. 0. 0. 0. 0. 1. 0. 0. 1. 1. 0. 0. 0. 0.
 0. 0. 0. 1. 0. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 1. 0. 1. 0. 2. 1. 1. 1. 0. 1. 0. 0. 0. 0. 0. 0. 1.
 0. 0. 0. 0. 0. 0. 1. 0. 0. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 0. 0. 1.
 0. 0. 0. 0. 1. 0. 7. 0. 1. 0. 0. 0. 0. 0. 0. 1. 0. 0. 0. 0. 0. 0. 1. 1.
 0. 2. 0. 1. 0. 0. 0. 0. 0. 0. 0. 1. 0. 0. 0. 0. 0. 0. 0. 1. 0. 0. 0. 2.
 0. 0. 0. 0. 0. 1. 0. 0.]"
47,2,sukhothai_1650_1700_bronze_walters_mouth_mask,sukhothai_1650_1700_bronze_walters,mouth_mask,0,"[0. 4. 2. 0. 2. 1. 0. 0. 0. 1. 3. 1. 1. 1. 0. 1. 0. 1. 1. 0. 1. 1. 1. 2.
 1. 1. 1. 0. 0. 1. 4. 8. 3. 0. 0. 0. 0. 0. 0. 0. 2. 1. 0. 3. 0. 0. 4. 1.
 1. 2. 0. 1. 3. 0. 0. 0. 1. 1. 0. 4. 0. 0. 1. 0. 1. 0. 1. 2. 0. 3. 1. 1.
 3. 0. 1. 0. 3. 2. 0. 3. 0. 3. 1. 0. 0. 0. 1. 1. 0. 1. 0. 1. 0. 0. 0. 1.
 0. 2. 0. 0. 2. 0. 0. 1. 1. 0. 0. 0. 1. 1. 2. 0. 0. 0. 2. 0. 0. 0. 0. 0.
 1. 0. 2. 0. 0. 1. 1. 1. 0. 1. 0. 0. 0. 2. 1. 0. 1. 0. 0. 0. 1. 0. 0. 0.
 0. 1. 0. 0. 1. 0. 2. 1. 0. 1. 1. 3. 0. 1. 0. 0. 0. 0. 1. 0. 0. 1. 0. 1.
 1. 1. 0. 2. 0. 0. 2. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 3. 0. 0. 0. 3. 1. 2.
 0. 0. 0. 0. 0. 1. 1. 0.]"
48,3,test_sukhothai_ayutthaya_1500_1600_copper_standing_ACM_mouth_mask,test_sukhothai_ayutthaya_1500_1600_copper_standing_ACM,mouth_mask,2,"[0. 5. 0. 1. 1. 4. 0. 0. 1. 0. 1. 0. 1. 0. 0. 1. 1. 2. 1. 0. 1. 3. 3. 1.
 3. 0. 1. 2. 1. 0. 1. 1. 2. 0. 0. 0. 0. 0. 1. 0. 4. 0. 0. 3. 0. 1. 1. 1.
 3. 3. 1. 0. 2. 2. 1. 1. 1. 1. 0. 2. 0. 3. 0. 1. 2. 0. 0. 0. 0. 0. 1. 0.
 0. 1. 1. 1. 0. 2. 0. 1. 2. 2. 1. 1. 0. 4. 1. 0. 0. 0. 0. 0. 0. 0. 2. 1.
 3. 0. 0. 2. 2. 0. 0. 0. 0. 1. 2. 2. 1. 2. 2. 0. 4. 4. 2. 1. 0. 3. 0. 1.
 0. 1. 5. 0. 0. 0. 2. 1. 0. 1. 1. 0. 0. 0. 0. 2. 0. 0. 0. 0. 2. 0. 0. 0.
 1. 0. 0. 2. 1. 2. 2. 0. 3. 2. 0. 0. 1. 0. 0. 1. 0. 2. 1. 0. 0. 1. 2. 2.
 0. 2. 1. 3. 0. 0. 0. 2. 0. 0. 0. 0. 0. 0. 2. 1. 1. 0. 1. 0. 0. 1. 0. 1.
 0. 0. 0. 1. 1. 0. 0. 0.]"
49,4,ayutthaya_1600_1650_bronze_walters_mouth_mask,ayutthaya_1600_1650_bronze_walters,mouth_mask,1,"[0. 2. 2. 0. 2. 2. 0. 2. 5. 1. 3. 2. 2. 1. 2. 2. 1. 0. 1. 0. 0. 3. 3. 4.
 2. 0. 4. 0. 0. 2. 0. 3. 2. 2. 6. 1. 1. 1. 4. 0. 0. 3. 2. 3. 2. 0. 5. 3.
 0. 2. 2. 3. 3. 0. 0. 0. 0. 0. 2. 2. 3. 2. 0. 0. 8. 0. 4. 2. 0. 1. 1. 6.
 3. 1. 2. 0. 2. 1. 0. 1. 2. 2. 2. 0. 2. 3. 1. 4. 0. 2. 0. 2. 2. 1. 3. 3.
 1. 1. 2. 3. 1. 0. 0. 3. 3. 5. 1. 0. 2. 3. 4. 0. 1. 4. 0. 3. 0. 2. 0. 3.
 4. 1. 1. 1. 1. 2. 2. 1. 0. 2. 3. 0. 0. 4. 2. 0. 0. 3. 2. 0. 1. 0. 2. 0.
 3. 3. 2. 2. 0. 2. 2. 1. 1. 1. 0. 3. 6. 1. 2. 0. 0. 1. 2. 0. 1. 1. 2. 1.
 1. 3. 0. 1. 1. 2. 2. 1. 1. 3. 1. 3. 0. 0. 2. 1. 3. 5. 1. 0. 0. 2. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 1.]"
50,5,ayutthaya_1200_sandstone_victoria_albert_mouth_mask,ayutthaya_1200_sandstone_victoria_albert,mouth_mask,1,"[0. 3. 0. 0. 0. 1. 0. 0. 0. 0. 1. 0. 2. 1. 0. 1. 1. 0. 0. 0. 0. 1. 1. 0.
 0. 2. 0. 0. 1. 0. 0. 0. 0. 1. 0. 0. 0. 2. 1. 0. 2. 0. 1. 0. 2. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 1. 1. 0. 1. 0. 0. 0. 3. 0. 0. 0. 1. 0. 0. 0. 1.
 0. 0. 0. 1. 2. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 2. 2. 0. 0. 0. 0. 0. 1.
 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 4. 0. 0. 0. 1. 0. 1. 0. 0. 0. 0. 0.
 0. 0. 2. 0. 0. 0. 1. 1. 0. 0. 0. 0. 0. 1. 0. 2. 1. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 4. 0. 0. 3. 0. 1. 0. 0. 0. 0. 0. 2. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 2. 2. 0. 0. 1. 0. 0. 1. 0. 1. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0.]"
51,6,test_unknown_1600_bronze_walters_mouth_mask,test_unknown_1600_bronze_walters,mouth_mask,2,"[1. 3. 2. 0. 1. 0. 0. 1. 2. 0. 1. 4. 0. 1. 1. 3. 1. 0. 3. 0. 0. 0. 2. 2.
 4. 2. 1. 0. 2. 0. 1. 1. 0. 3. 1. 1. 0. 0. 1. 3. 4. 1. 1. 1. 2. 2. 1. 2.
 1. 1. 0. 1. 0. 1. 0. 0. 0. 0. 1. 0. 0. 1. 0. 2. 0. 0. 1. 1. 0. 0. 1. 2.
 1. 1. 0. 1. 4. 1. 0. 3. 1. 0. 0. 0. 1. 1. 1. 2. 0. 0. 1. 3. 2. 0. 2. 2.
 2. 0. 1. 0. 1. 0. 1. 1. 0. 0. 0. 1. 3. 3. 1. 0. 0. 0. 0. 1. 0. 1. 0. 1.
 2. 2. 0. 1. 2. 2. 1. 3. 1. 1. 0. 0. 0. 0. 0. 1. 1. 1. 1. 0. 0. 1. 0. 1.
 0. 0. 0. 3. 1. 1. 5. 0. 4. 0. 0. 0. 0. 0. 1. 3. 0. 0. 3. 0. 2. 2. 0. 0.
 1. 1. 2. 0. 0. 1. 1. 1. 0. 1. 0. 0. 1. 1. 0. 2. 1. 0. 0. 0. 0. 2. 0. 0.
 1. 0. 0. 1. 1. 0. 1. 0.]"
52,7,sukhothai_1550_bronze_walters_mouth_mask,sukhothai_1550_bronze_walters,mouth_mask,0,"[0. 0. 0. 0. 0. 1. 1. 2. 1. 0. 1. 0. 3. 0. 0. 1. 2. 1. 0. 0. 0. 0. 0. 0.
 0. 1. 0. 0. 0. 1. 0. 0. 0. 3. 0. 0. 0. 0. 0. 2. 0. 1. 0. 1. 1. 1. 1. 0.
 0. 0. 4. 0. 0. 0. 0. 0. 0. 1. 0. 0. 1. 4. 2. 0. 3. 0. 0. 2. 0. 0. 0. 0.
 1. 0. 0. 1. 1. 1. 1. 0. 0. 0. 1. 0. 0. 0. 0. 1. 1. 0. 2. 0. 0. 1. 0. 0.
 2. 0. 2. 0. 0. 1. 0. 0. 0. 2. 0. 1. 1. 0. 1. 0. 2. 1. 0. 0. 0. 1. 1. 1.
 0. 0. 1. 0. 1. 1. 2. 0. 3. 0. 0. 1. 0. 2. 1. 0. 1. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 2. 0. 1. 0. 0. 1. 0. 0. 0. 1. 0. 1. 0. 0. 0. 1. 0. 1. 0. 0. 4.
 0. 2. 1. 0. 3. 1. 1. 0. 0. 1. 0. 0. 0. 1. 0. 0. 1. 0. 1. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 1. 0. 0. 0.]"
53,8,test_unknown_1500_bronze_cantor_2_mouth_mask,test_unknown_1500_bronze_cantor_2,mouth_mask,2,"[0. 1. 0. 0. 1. 3. 0. 1. 0. 0. 0. 0. 2. 1. 2. 2. 0. 1. 0. 0. 0. 0. 1. 2.
 1. 1. 1. 1. 0. 0. 0. 1. 0. 0. 1. 0. 2. 0. 1. 0. 0. 0. 1. 0. 0. 0. 0. 0.
 2. 0. 2. 0. 2. 2. 0. 0. 0. 0. 1. 0. 0. 3. 0. 3. 1. 1. 0. 0. 0. 0. 2. 0.
 0. 1. 1. 0. 2. 3. 1. 4. 1. 0. 0. 4. 1. 0. 0. 0. 0. 1. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 1. 2. 0. 2. 0. 0. 0. 0. 0. 2. 0. 0. 0. 1. 0. 0. 0. 0. 1. 0. 0.
 1. 0. 3. 0. 0. 1. 0. 0. 2. 0. 2. 0. 1. 4. 0. 1. 0. 0. 1. 0. 1. 0. 0. 0.
 1. 1. 0. 2. 1. 0. 5. 1. 1. 0. 0. 1. 0. 1. 0. 0. 0. 0. 1. 1. 0. 0. 0. 1.
 0. 0. 1. 1. 0. 1. 0. 2. 0. 0. 0. 1. 2. 2. 1. 0. 1. 0. 1. 0. 0. 0. 0. 0.
 1. 0. 0. 1. 1. 0. 1. 0.]"
54,9,test_unknown_1400_1500_bronze_central_thai_LACMA_mouth_mask,test_unknown_1400_1500_bronze_central_thai_LACMA,mouth_mask,2,"[ 0.  3.  3.  1.  0.  0.  0.  0.  0.  2.  1.  1.  0.  5.  2.  2.  0.  2.
  1.  0.  0.  0.  0.  4.  4.  3.  2.  0.  0.  1.  5.  1.  0.  1.  2.  0.
  3.  1.  0.  0.  1.  0.  4.  0.  0.  0.  3.  0.  1.  0.  0.  0.  3.  2.
  1.  0.  1.  1.  1.  0.  1.  0.  1. 11.  0.  0.  4.  0.  1.  0.  0.  2.
  4.  1.  0.  1.  1.  1.  1.  4.  0.  0.  0.  1.  0.  0.  0.  2.  0.  1.
  0.  1.  2.  1.  3.  0.  0.  1.  1.  1.  3.  0.  1.  0.  0.  0.  0.  3.
  1.  3.  2.  1.  4.  0.  0.  1.  0.  1.  0.  3.  0.  0.  3.  2.  0.  1.
  0.  0.  1.  0.  0.  0.  1.  1.  0.  0.  2.  0.  0.  0.  0.  0.  0.  0.
  0.  2.  0.  0.  1.  1.  6.  1.  2.  0.  0.  0.  0.  0.  0.  1.  1.  0.
  0.  2.  0.  1.  1.  0.  0.  1.  3.  0.  1.  0.  1.  0.  0.  0.  0.  1.
  3.  0.  1.  1.  1.  0.  0.  1.  0.  2.  0.  0.  1.  1.  0.  0.  1.  1.
  6.  0.]"
55,10,test_unknown_1300_bronze_cantor_mouth_mask,test_unknown_1300_bronze_cantor,mouth_mask,2,"[0. 3. 3. 1. 3. 0. 0. 0. 2. 0. 1. 0. 0. 0. 4. 1. 0. 0. 0. 0. 0. 0. 0. 1.
 1. 1. 2. 0. 0. 2. 1. 0. 1. 3. 0. 2. 1. 1. 1. 1. 3. 0. 1. 2. 2. 0. 0. 0.
 2. 0. 1. 0. 1. 1. 0. 0. 0. 2. 0. 1. 0. 0. 0. 0. 0. 0. 1. 1. 0. 0. 1. 0.
 1. 0. 0. 0. 3. 1. 1. 2. 0. 0. 3. 0. 0. 1. 0. 0. 0. 2. 0. 2. 0. 0. 4. 2.
 1. 0. 0. 1. 1. 0. 0. 0. 0. 0. 1. 1. 1. 0. 7. 0. 2. 0. 1. 0. 0. 0. 0. 1.
 1. 1. 1. 0. 1. 3. 4. 0. 0. 1. 0. 0. 0. 0. 3. 0. 0. 0. 0. 0. 2. 0. 0. 0.
 0. 1. 0. 0. 2. 1. 2. 0. 0. 0. 0. 0. 0. 2. 0. 0. 0. 0. 0. 0. 1. 0. 3. 0.
 0. 0. 2. 1. 1. 2. 1. 1. 0. 1. 0. 0. 0. 2. 1. 2. 1. 0. 0. 0. 0. 3. 0. 1.
 1. 0. 0. 1. 3. 0. 0. 0.]"
56,11,test_ayutthaya_u_thong_1300_1400_bronze_walters_mouth_mask,test_ayutthaya_u_thong_1300_1400_bronze_walters,mouth_mask,2,"[0. 1. 0. 1. 1. 0. 1. 1. 0. 0. 0. 0. 0. 0. 4. 1. 0. 2. 0. 0. 0. 0. 1. 1.
 0. 0. 0. 0. 0. 0. 2. 1. 1. 0. 0. 0. 0. 0. 2. 2. 0. 0. 0. 0. 1. 0. 2. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 1. 1. 0. 0. 0. 1. 1. 1. 0. 0. 1. 2. 0. 1. 1. 2.
 0. 0. 0. 0. 1. 2. 0. 0. 1. 0. 0. 0. 0. 0. 0. 0. 0. 2. 0. 0. 0. 0. 0. 0.
 2. 0. 0. 1. 1. 0. 0. 0. 0. 2. 0. 0. 0. 1. 0. 0. 0. 0. 0. 0. 0. 1. 0. 0.
 1. 0. 0. 0. 0. 0. 2. 1. 1. 1. 0. 0. 0. 0. 1. 0. 0. 1. 0. 0. 0. 0. 1. 0.
 0. 0. 0. 0. 0. 1. 0. 0. 0. 2. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 1. 0. 0. 0. 0. 0. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 2. 0. 2.
 0. 0. 0. 1. 0. 0. 0. 0.]"
57,12,ayutthaya_1700_bronze_smithsonian_mouth_mask,ayutthaya_1700_bronze_smithsonian,mouth_mask,1,"[0. 0. 3. 0. 2. 0. 0. 1. 1. 1. 1. 0. 3. 1. 0. 0. 0. 0. 0. 0. 0. 1. 1. 0.
 0. 1. 0. 0. 1. 2. 0. 1. 0. 0. 1. 1. 0. 0. 1. 0. 6. 0. 0. 0. 0. 0. 0. 0.
 0. 1. 1. 0. 0. 0. 0. 0. 2. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 0. 1.
 0. 0. 1. 1. 0. 1. 0. 0. 0. 1. 0. 0. 0. 0. 0. 1. 0. 2. 2. 2. 0. 0. 1. 1.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 0. 0. 0. 0. 0. 1. 0. 0. 0. 0.
 0. 0. 2. 0. 0. 0. 1. 0. 0. 0. 0. 0. 0. 0. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 1. 0. 0. 3. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1.
 0. 1. 1. 0. 0. 1. 0. 0. 0. 0. 0. 1. 0. 0. 0. 0. 0. 0. 0. 1. 0. 1. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0.]"
58,13,sukhothai_1600_1700_bronze_ACM_personal_mouth_mask,sukhothai_1600_1700_bronze_ACM_personal,mouth_mask,0,"[0. 1. 0. 1. 1. 1. 1. 0. 1. 0. 1. 0. 0. 0. 1. 2. 0. 1. 1. 2. 0. 0. 0. 1.
 2. 1. 1. 0. 1. 1. 6. 2. 1. 0. 0. 2. 0. 0. 0. 1. 3. 0. 0. 1. 0. 0. 0. 2.
 0. 3. 1. 0. 0. 0. 0. 0. 1. 0. 0. 0. 0. 0. 2. 0. 1. 0. 0. 0. 0. 0. 1. 0.
 0. 0. 0. 0. 1. 1. 1. 0. 0. 1. 1. 0. 0. 1. 0. 2. 1. 0. 1. 1. 0. 1. 0. 2.
 0. 0. 0. 0. 0. 0. 0. 0. 2. 0. 0. 1. 0. 2. 1. 0. 0. 3. 0. 0. 0. 0. 0. 1.
 1. 0. 0. 0. 0. 0. 0. 3. 0. 1. 0. 0. 0. 2. 0. 2. 0. 0. 1. 0. 0. 0. 0. 0.
 1. 0. 0. 3. 0. 0. 3. 0. 0. 0. 0. 4. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 1. 0. 0. 0. 0. 0. 2. 0. 0. 0. 0. 0. 1. 3. 0. 1. 0. 0. 0. 0.
 0. 0. 1. 3. 2. 2. 0. 0.]"
59,14,test_unknown_1500_1600_stone_met_mouth_mask,test_unknown_1500_1600_stone_met,mouth_mask,2,"[0. 0. 0. 1. 0. 0. 0. 0. 0. 0. 0. 0. 3. 1. 0. 1. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 1. 0. 0. 2. 1. 0. 0. 1. 0. 0. 0. 0. 1. 1. 0. 2. 0. 0. 0. 0. 0. 0. 0.
 1. 0. 0. 0. 1. 0. 0. 0. 0. 1. 0. 0. 0. 0. 0. 2. 1. 0. 0. 0. 0. 0. 0. 0.
 1. 0. 0. 0. 2. 1. 0. 5. 0. 0. 2. 0. 0. 0. 0. 0. 1. 2. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 1. 0. 0. 1. 0. 0. 0. 1. 0. 0. 0. 0. 0. 0. 0. 1. 0. 0. 0. 1.
 0. 0. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 7. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 1. 0. 0. 0. 0. 0. 0. 0. 0. 4. 0. 1. 0. 0. 1. 0. 0. 0. 3. 0. 0.
 0. 0. 0. 0. 0. 1. 3. 0.]"
