,level_0,index,image_id,mask,group,histogram
20,20,ayutthaya_1300_1400_sandstone_eyebrow_nose_mask,ayutthaya_1300_1400_sandstone,eyebrow_nose_mask,1,"[ 1.  3.  0.  1.  1.  1.  1.  1.  2.  1.  1.  0.  2.  0.  1.  0.  0.  0.
  0.  3.  0.  0.  4.  0. 10.  0.  0.  0.  0.  1.  0.  1.  2.  0.  2.  1.
  0.  1.  0.  2.  1.  0.  1.  0.  1.  1.  0.  4.  0.  0.  0.  5.  0.  0.
  0.  1.  1.  1.  1.  0.  1.  0.  0.  2.  0.  0.  1.  1.  0.  1.  2.  0.
  3.  0.  0.  1.  5.  2.  0.  0.  1.  5.  0.  1.  1.  0.  0.  1.  1.  0.
  7.  1.  0.  0.  1.  0.  3.  1.  1.  0.  3.  0.  0.  2.  0.  1.  0.  0.
  0.  1.  0.  1.  0.  4.  0.  1.  1.  0.  1.  1.  0.  0.  0.  0.  1.  0.
  0.  0.  2.  0.  5.  0.  0.  0.  0.  1.  0.  3.  1.  0.  0.  1.  0.  0.
  0.  0.  1.  0.  3.  1.  3.  0.  0.  2.  2.  1.  1.  1.  0.  1.  1.  1.
  0.  1.  1.  0.  2.  0.  1.  0.  0.  0.  0.  0.  0.  0.  6.  0.  1.  0.
  0.  1.  0.  0.  0.  0.  0.  0.  2.  0.  1.  1.  1.  1.  0.  0.  1.  0.
  1.  0.]"
21,21,sukhothai_1600_bronze_walters_2_eyebrow_nose_mask,sukhothai_1600_bronze_walters_2,eyebrow_nose_mask,0,"[ 1.  2.  0.  0.  0.  1.  0.  2.  0.  0.  0.  3.  1.  1.  2.  0.  0.  2.
  0.  0.  2.  3.  9.  1. 10.  3.  0.  2.  1.  0.  1.  3.  0.  2.  1.  0.
  1.  1.  2.  2.  3.  0.  2.  0.  1.  3.  1. 10.  2.  1.  4.  1.  0.  1.
  1.  1.  0.  2.  0.  2.  1.  2.  1.  6.  2.  0.  2.  4.  1.  0.  1.  1.
  1.  0.  2.  2.  6.  0.  0.  0.  0.  4.  0.  1.  1.  1.  6.  2.  2.  2.
  1.  2.  1.  0.  1.  3.  2.  3.  1.  3.  1.  2.  0.  0.  0.  0.  0.  1.
  1.  1.  0.  1.  1.  1.  0.  0.  0.  2.  1.  2.  1.  2.  1.  0.  2.  0.
  0.  0.  0.  0.  0.  1.  0.  1.  1.  1.  1.  6.  0.  2.  1.  1.  0.  0.
  1.  0.  1.  4.  0.  1.  2.  0.  0.  3.  2.  1.  1.  0.  1.  1.  1.  0.
  0.  0.  1.  0.  1.  0.  1.  0.  0.  0.  1.  0.  1.  1.  3.  2.  3.  0.
  1.  1.  1.  1.  0.  1.  1.  0.  4.  0.  0.  0.  1.  2.  0.  0.  1.  0.
  2.  0.]"
22,22,test_sukhothai_walking_1400_bronze_walters_eyebrow_nose_mask,test_sukhothai_walking_1400_bronze_walters,eyebrow_nose_mask,2,"[2. 1. 0. 0. 0. 1. 2. 0. 5. 4. 2. 2. 0. 2. 2. 0. 0. 3. 8. 1. 3. 1. 1. 1.
 2. 1. 0. 2. 3. 1. 0. 2. 0. 1. 0. 0. 1. 0. 1. 2. 2. 0. 0. 0. 2. 1. 1. 5.
 1. 1. 1. 1. 0. 0. 1. 0. 2. 0. 2. 0. 0. 1. 2. 2. 0. 0. 1. 2. 2. 1. 0. 1.
 2. 0. 2. 0. 1. 2. 0. 3. 0. 4. 2. 0. 1. 0. 3. 2. 3. 4. 3. 0. 1. 1. 1. 1.
 1. 1. 1. 1. 0. 0. 0. 4. 0. 0. 2. 1. 2. 0. 1. 0. 2. 2. 0. 1. 1. 0. 1. 0.
 0. 1. 2. 0. 1. 1. 0. 1. 0. 0. 0. 2. 1. 0. 0. 0. 0. 1. 1. 3. 1. 1. 0. 0.
 0. 0. 1. 0. 1. 1. 3. 0. 0. 4. 2. 1. 1. 0. 2. 4. 0. 0. 0. 0. 0. 0. 1. 0.
 0. 0. 1. 1. 1. 0. 0. 0. 1. 3. 0. 1. 1. 1. 1. 1. 1. 0. 1. 0. 1. 0. 1. 0.
 1. 2. 1. 0. 2. 2. 4. 0.]"
23,23,test_unknown_1700_bronze_cantor_eyebrow_nose_mask,test_unknown_1700_bronze_cantor,eyebrow_nose_mask,2,"[0. 3. 0. 1. 0. 0. 0. 0. 0. 0. 1. 0. 2. 0. 2. 0. 0. 0. 0. 0. 2. 0. 2. 0.
 8. 0. 0. 0. 0. 0. 0. 0. 0. 1. 0. 0. 1. 0. 0. 1. 0. 0. 2. 0. 0. 0. 0. 2.
 0. 0. 2. 2. 0. 0. 0. 0. 2. 0. 2. 0. 1. 1. 0. 0. 1. 0. 0. 0. 1. 1. 1. 0.
 0. 1. 0. 2. 0. 0. 0. 1. 0. 1. 2. 0. 1. 0. 3. 0. 1. 0. 0. 2. 0. 0. 1. 0.
 4. 2. 0. 1. 0. 0. 2. 0. 1. 0. 0. 2. 0. 0. 0. 0. 2. 0. 1. 0. 1. 0. 0. 2.
 0. 0. 0. 0. 2. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 0. 0. 0. 0. 0. 2. 0. 0. 0.
 0. 1. 1. 2. 0. 1. 4. 0. 1. 0. 0. 0. 0. 0. 0. 0. 1. 0. 1. 0. 0. 0. 1. 0.
 0. 0. 0. 0. 0. 0. 2. 2. 3. 0. 0. 0. 0. 1. 0. 2. 2. 0. 0. 0. 1. 0. 0. 0.
 0. 1. 0. 0. 0. 0. 1. 1.]"
24,24,ayutthaya_buddha_1347_bronze_NGAustralia_eyebrow_nose_mask,ayutthaya_buddha_1347_bronze_NGAustralia,eyebrow_nose_mask,1,"[ 0.  1.  0.  0.  0.  2.  0.  0.  9. 12.  0.  1.  0.  0.  0.  1.  0.  0.
  0.  1.  0.  1.  1.  0.  4.  0.  2.  0.  0.  0.  0.  1.  0.  0.  0.  0.
  0.  0.  0.  0.  3.  0.  2.  0.  0.  1.  0.  1.  0.  0.  1.  0.  0.  0.
  0.  0.  0.  0.  0.  0.  0.  2.  0.  3.  0.  0.  3.  1.  0.  3.  0.  0.
  0.  1.  0.  0.  0.  0.  0.  0.  1.  3.  2.  0.  0.  0.  4.  0.  0.  1.
  0.  2.  1.  0.  0.  0.  2.  0.  2.  0.  0.  0.  2.  0.  0.  0.  0.  1.
  3.  0.  0.  0.  1.  3.  0.  6.  0.  0.  0.  2.  0.  0.  0.  0.  0.  0.
  0.  0.  0.  1.  0.  0.  1.  0.  0.  1.  0.  2.  0.  0.  0.  3.  0.  0.
  0.  0.  0.  0.  0.  0.  3.  1.  0.  1.  1.  0.  0.  0.  0.  0.  0.  0.
  1.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  4.  0.  0.  2.
  0.  0.  0.  1.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.
  0.  0.]"
25,25,sukhothai_1300_1400_bronze_british_museum_eyebrow_nose_mask,sukhothai_1300_1400_bronze_british_museum,eyebrow_nose_mask,0,"[ 0.  3.  0.  0.  2.  0.  1.  0.  1.  7.  1.  0.  0.  0.  1.  0.  0.  0.
  6.  0.  0.  0.  2.  1. 14.  1.  0.  3.  2.  1.  0.  1.  0.  0.  0.  0.
  2.  1.  2.  2.  1.  0.  0.  0.  0.  0.  0.  0.  1.  0.  0.  0.  0.  0.
  0.  0.  0.  0.  2.  0.  1.  4.  1.  1.  0.  1.  4.  1.  1.  1.  0.  0.
  0.  0.  0.  0.  0.  0.  3.  1.  0.  2.  1.  0.  0.  1.  0.  1.  1.  1.
  3.  0.  1.  0.  0.  0.  4.  0.  1.  3.  2.  0.  1.  1.  3.  0.  0.  0.
  1.  0.  9.  1.  0.  1.  0.  0.  0.  0.  0.  2.  0.  1.  0.  0.  0.  1.
  1.  0.  2.  1.  0.  1.  0.  1.  2.  1.  0.  1.  0.  0.  1.  1.  0.  0.
  0.  0.  1.  0.  2.  0.  4.  0.  0.  1.  0.  0.  0.  1.  2.  0.  0.  0.
  1.  0.  0.  1.  0.  0.  0.  0.  0.  0.  0.  0.  0.  1. 10.  1.  1.  3.
  1.  0.  0.  0.  0.  0.  0.  0.  2.  0.  0.  0.  0.  0.  0.  0.  0.  0.
  1.  0.]"
26,26,ayutthaya_1300_1400_bronze_walters_eyebrow_nose_mask,ayutthaya_1300_1400_bronze_walters,eyebrow_nose_mask,1,"[0. 2. 0. 0. 0. 3. 1. 2. 1. 2. 0. 0. 0. 1. 1. 1. 0. 0. 0. 0. 1. 1. 0. 0.
 6. 2. 1. 0. 1. 1. 1. 2. 1. 1. 0. 0. 0. 1. 0. 1. 1. 0. 0. 0. 0. 1. 0. 2.
 0. 0. 0. 1. 0. 0. 0. 0. 2. 0. 0. 0. 0. 4. 0. 1. 2. 1. 1. 3. 1. 0. 4. 0.
 1. 1. 0. 1. 0. 0. 2. 1. 0. 2. 0. 0. 0. 0. 1. 1. 2. 1. 6. 0. 1. 0. 0. 0.
 2. 0. 0. 0. 1. 0. 0. 0. 0. 0. 0. 0. 1. 0. 1. 1. 0. 1. 0. 2. 0. 1. 0. 0.
 0. 0. 0. 2. 2. 0. 0. 0. 1. 0. 0. 0. 1. 0. 1. 0. 0. 3. 0. 1. 0. 0. 1. 0.
 2. 0. 1. 1. 1. 1. 4. 0. 0. 3. 0. 0. 0. 0. 2. 0. 0. 0. 1. 0. 0. 0. 0. 1.
 0. 1. 0. 2. 0. 0. 0. 0. 5. 0. 0. 0. 1. 2. 0. 1. 1. 1. 0. 0. 2. 0. 0. 0.
 2. 0. 0. 0. 0. 0. 1. 0.]"
27,27,sukhothai_1584_metal_ACM_eyebrow_nose_mask,sukhothai_1584_metal_ACM,eyebrow_nose_mask,0,"[3. 0. 0. 0. 3. 2. 1. 2. 0. 3. 2. 1. 2. 0. 1. 1. 3. 1. 0. 5. 0. 0. 6. 2.
 3. 2. 0. 2. 2. 2. 2. 1. 4. 3. 1. 3. 1. 0. 2. 4. 2. 1. 2. 0. 1. 3. 0. 3.
 4. 1. 2. 2. 1. 1. 1. 4. 3. 2. 1. 1. 2. 2. 0. 3. 3. 0. 3. 0. 2. 2. 1. 2.
 3. 3. 1. 2. 1. 1. 0. 3. 0. 2. 4. 1. 0. 4. 3. 1. 2. 1. 1. 3. 2. 3. 1. 1.
 3. 5. 3. 4. 2. 1. 0. 3. 1. 1. 0. 2. 1. 0. 0. 1. 0. 3. 1. 2. 1. 5. 3. 1.
 2. 0. 0. 2. 1. 2. 1. 1. 2. 2. 0. 0. 0. 0. 0. 1. 1. 6. 1. 1. 3. 5. 1. 2.
 0. 0. 3. 4. 4. 2. 6. 0. 0. 1. 3. 2. 0. 1. 0. 3. 2. 2. 4. 2. 2. 1. 2. 1.
 0. 0. 3. 1. 2. 1. 1. 1. 1. 1. 2. 0. 2. 0. 0. 2. 2. 5. 2. 0. 1. 3. 1. 2.
 2. 1. 2. 0. 0. 1. 1. 2.]"
28,28,ayuthuya_early_1400_bronze_walters_eyebrow_nose_mask,ayuthuya_early_1400_bronze_walters,eyebrow_nose_mask,1,"[ 0.  3.  0.  0.  1.  1.  0.  2.  1.  1.  1.  0.  0.  0.  5.  0.  0.  1.
  2.  1.  3.  1.  3.  0. 10.  1.  1.  0.  1.  0.  0.  2.  0.  0.  0.  1.
  2.  1.  0.  1.  3.  0.  0.  0.  0.  3.  0.  2.  2.  1.  0.  2.  1.  1.
  1.  1.  0.  0.  0.  0.  0.  1.  1.  0.  0.  2.  0.  2.  1.  1.  1.  0.
  3.  3.  4.  0.  1.  0.  1.  0.  3.  2.  0.  0.  0.  0.  5.  0.  3.  0.
  4.  1.  0.  0.  1.  1.  4.  1.  2.  1.  1.  2.  0.  2.  1.  0.  1.  0.
  0.  0.  2.  2.  0.  1.  3.  4.  0.  1.  0.  3.  1.  3.  0.  1.  0.  0.
  0.  1.  0.  1.  0.  0.  0.  0.  0.  1.  0.  3.  0.  5.  0.  0.  0.  0.
  1.  0.  2.  2.  1.  1.  2.  0.  0.  3.  1.  1.  0.  0.  0.  2.  3.  3.
  0.  1.  1.  0.  2.  2.  0.  0.  1.  0.  3.  0.  0.  0.  4.  1.  1.  0.
  1.  1.  0.  0.  1.  0.  2.  0.  0.  0.  0.  0.  0.  0.  0.  1.  1.  0.
  0.  0.]"
29,29,test_sukhothai_buddha_1300_copper_LACMA_eyebrow_nose_mask,test_sukhothai_buddha_1300_copper_LACMA,eyebrow_nose_mask,2,"[ 0.  2.  0.  0.  0.  0.  1.  1.  0.  2.  1.  0.  1.  1.  2.  0.  0.  1.
  1.  1.  1.  1.  4.  1. 13.  0.  1.  0.  0.  0.  2.  0.  0.  3.  2.  0.
  2.  0.  1.  2.  2.  0.  0.  0.  1.  1.  0.  1.  1.  0.  2.  2.  0.  0.
  1.  0.  1.  1.  1.  0.  1.  3.  0.  1.  2.  2.  2.  1.  0.  0.  2.  0.
  0.  0.  0.  2.  1.  0.  0.  0.  1.  1.  1.  0.  0.  1.  0.  0.  0.  0.
  2.  2.  0.  0.  0.  0.  4.  1.  1.  1.  1.  0.  0.  0.  2.  0.  3.  0.
  1.  1.  1.  0.  0.  4.  0.  1.  0.  2.  2.  1.  2.  2.  0.  0.  4.  0.
  0.  0.  3.  0.  0.  1.  0.  0.  1.  1.  0.  0.  0.  0.  0.  0.  0.  0.
  0.  1.  0.  3.  1.  0.  4.  0.  2.  3.  1.  1.  0.  0.  0.  1.  1.  0.
  0.  0.  0.  0.  2.  0.  2.  1.  0.  0.  0.  0.  4.  0.  7.  0.  2.  0.
  2.  0.  0.  2.  1.  0.  0.  0.  0.  0.  1.  0.  0.  0.  2.  0.  0.  0.
  0.  1.]"
30,30,test_unknown_1500_bronze_cantor_3_eyebrow_nose_mask,test_unknown_1500_bronze_cantor_3,eyebrow_nose_mask,2,"[0. 1. 0. 0. 2. 2. 2. 1. 0. 1. 1. 1. 2. 0. 0. 5. 0. 3. 3. 5. 2. 2. 7. 3.
 1. 6. 0. 1. 1. 1. 0. 3. 5. 2. 0. 0. 2. 2. 3. 2. 2. 0. 2. 1. 5. 2. 0. 2.
 0. 0. 1. 0. 0. 0. 3. 2. 1. 0. 1. 0. 3. 4. 2. 0. 1. 1. 4. 1. 4. 1. 1. 4.
 0. 3. 1. 1. 4. 2. 3. 1. 1. 6. 1. 3. 0. 0. 4. 0. 0. 2. 0. 4. 1. 1. 0. 1.
 1. 1. 0. 1. 1. 0. 0. 3. 2. 0. 1. 1. 2. 0. 2. 2. 1. 3. 2. 2. 2. 1. 1. 1.
 0. 0. 1. 1. 4. 0. 0. 1. 1. 0. 2. 0. 1. 3. 1. 5. 0. 1. 1. 0. 3. 1. 0. 0.
 2. 0. 0. 7. 4. 2. 2. 1. 1. 4. 5. 2. 2. 0. 1. 1. 1. 3. 2. 0. 2. 1. 0. 1.
 2. 4. 0. 1. 0. 0. 1. 2. 4. 0. 1. 1. 2. 1. 0. 1. 2. 1. 0. 0. 1. 3. 3. 0.
 0. 3. 0. 0. 1. 2. 2. 1.]"
31,31,ayutthaya_1600_crowned_bronze_victoria_albert_eyebrow_nose_mask,ayutthaya_1600_crowned_bronze_victoria_albert,eyebrow_nose_mask,1,"[ 0.  2.  0.  0.  1.  2.  0.  1.  5.  3.  1.  0.  1.  0.  0.  2.  0.  1.
  0.  0.  0.  0.  0.  0.  4.  0.  0.  2.  0.  0.  1.  1.  0.  0.  0.  0.
  0.  0.  0.  1.  0.  0.  2.  0.  2.  0.  0.  1.  0.  0.  0.  0.  0.  0.
  0.  0.  3.  0.  0.  0.  0.  0.  0.  1.  0.  0.  3.  1.  4.  0.  1.  0.
  0.  0.  1.  1.  0.  0.  0.  0.  0.  2.  0.  0.  1.  0.  0.  0.  0.  2.
 10.  0.  0.  0.  0.  0.  2.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.
  1.  0.  0.  1.  0.  2.  2.  0.  0.  0.  0.  1.  1.  0.  0.  1.  0.  0.
  0.  1.  0.  0.  0.  0.  0.  0.  1.  0.  0.  0.  0.  0.  0.  1.  0.  0.
  4.  0.  0.  0.  0.  0.  4.  0.  0.  2.  0.  0.  0.  0.  0.  0.  0.  0.
  0.  0.  1.  0.  1.  0.  0.  0.  0.  2.  0.  0.  2.  0.  4.  0.  0.  0.
  0.  1.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.
  0.  0.]"
32,32,test_unknown_1500_bronze_met_eyebrow_nose_mask,test_unknown_1500_bronze_met,eyebrow_nose_mask,2,"[0. 2. 0. 0. 1. 0. 0. 0. 4. 1. 0. 0. 1. 0. 3. 0. 0. 3. 2. 0. 6. 0. 9. 0.
 8. 2. 0. 0. 1. 0. 0. 0. 1. 0. 1. 0. 0. 0. 1. 4. 0. 1. 1. 0. 2. 1. 0. 3.
 0. 1. 3. 0. 1. 1. 1. 5. 3. 1. 0. 0. 0. 5. 1. 2. 3. 2. 1. 0. 6. 0. 3. 0.
 1. 1. 5. 3. 1. 3. 2. 1. 1. 5. 0. 0. 1. 3. 5. 2. 0. 2. 3. 2. 1. 2. 0. 0.
 2. 5. 1. 1. 2. 0. 0. 5. 2. 1. 0. 3. 3. 0. 0. 2. 3. 2. 1. 5. 1. 1. 0. 1.
 1. 0. 0. 0. 1. 4. 1. 0. 1. 1. 2. 0. 0. 1. 2. 0. 2. 0. 1. 1. 1. 2. 1. 0.
 0. 0. 2. 4. 1. 1. 1. 0. 1. 5. 2. 2. 2. 0. 3. 3. 0. 1. 0. 0. 1. 1. 1. 0.
 1. 1. 0. 1. 0. 0. 1. 1. 2. 1. 0. 1. 0. 2. 0. 1. 1. 2. 0. 0. 3. 1. 3. 0.
 0. 2. 1. 0. 1. 1. 1. 0.]"
33,33,test_ayutthaya_1600_1625_bronze_walters_eyebrow_nose_mask,test_ayutthaya_1600_1625_bronze_walters,eyebrow_nose_mask,2,"[ 1.  1.  0.  1.  2.  3.  2.  1.  3.  2.  1.  2.  7.  3.  2.  2.  0.  4.
  3.  2.  2.  4.  3.  0.  2.  4.  1.  4.  1.  2.  2.  2.  1.  0.  0.  2.
  0.  0.  3.  1.  2.  0.  2.  0.  2.  0.  4.  5.  1.  2.  1.  1.  1.  1.
  1.  1.  1.  4.  0.  1.  2.  4.  0.  4.  4.  1.  2.  4.  3.  1.  2.  4.
  3.  0.  3.  0.  0.  3.  0.  2.  1.  2.  3.  3.  0.  1.  6.  6.  2.  2.
  1.  4.  1.  3.  3.  0.  4.  1.  4.  4.  1.  0.  1.  1.  5.  0.  1.  4.
  0.  0.  1.  3.  0.  0.  2.  6.  2.  1.  0.  2.  0.  3.  2.  1.  0.  4.
  1.  1.  4.  6.  2.  1.  0.  2.  0.  3.  1.  2.  1.  5.  5.  0.  1.  0.
  3.  0.  4.  1.  6.  1. 11.  0.  3.  5.  1.  0.  0.  1.  1.  4.  2.  1.
  1.  3.  4.  3.  2.  1.  1.  0.  0.  2.  1.  0.  1.  0.  6.  5.  1.  3.
  2.  5.  1.  2.  5.  0.  2.  0.  1.  1.  1.  0.  1.  2.  2.  2.  1.  1.
  0.  1.]"
34,34,test_ayutthaya_1300_u_thong_bronze_NSW_eyebrow_nose_mask,test_ayutthaya_1300_u_thong_bronze_NSW,eyebrow_nose_mask,2,"[0. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 2. 0. 0. 0. 0. 0. 2. 2. 0. 0. 0. 0.
 5. 1. 1. 0. 0. 1. 0. 2. 0. 2. 0. 1. 0. 0. 2. 3. 0. 0. 0. 2. 1. 1. 0. 3.
 0. 0. 0. 1. 0. 0. 0. 1. 2. 0. 1. 0. 2. 1. 0. 0. 0. 1. 3. 0. 1. 0. 1. 2.
 0. 1. 0. 0. 4. 0. 1. 0. 1. 2. 1. 0. 0. 0. 7. 0. 0. 2. 0. 1. 0. 2. 1. 1.
 0. 0. 0. 0. 0. 4. 0. 1. 1. 0. 0. 2. 2. 1. 1. 0. 1. 0. 0. 1. 1. 1. 1. 2.
 0. 2. 0. 0. 0. 2. 0. 0. 0. 1. 0. 0. 0. 0. 0. 2. 0. 0. 1. 0. 0. 0. 0. 0.
 0. 0. 0. 1. 2. 1. 0. 0. 0. 0. 0. 1. 0. 0. 0. 0. 0. 0. 0. 0. 1. 1. 0. 0.
 0. 0. 0. 1. 0. 1. 0. 0. 3. 3. 2. 1. 0. 1. 0. 0. 0. 0. 0. 0. 1. 0. 0. 0.
 1. 1. 0. 1. 1. 0. 1. 0.]"
35,35,ayutthaya_1300_sandstone_LACMA_eyebrow_nose_mask,ayutthaya_1300_sandstone_LACMA,eyebrow_nose_mask,1,"[0. 1. 0. 0. 0. 0. 0. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 3. 0. 0. 1. 0. 2. 0.
 8. 1. 0. 0. 0. 0. 1. 0. 1. 0. 0. 5. 0. 0. 0. 1. 0. 0. 2. 1. 0. 0. 2. 0.
 1. 1. 0. 1. 0. 0. 0. 0. 2. 0. 4. 1. 0. 0. 1. 1. 4. 0. 0. 1. 0. 1. 1. 0.
 0. 1. 0. 0. 1. 0. 0. 1. 5. 2. 0. 0. 0. 0. 1. 3. 0. 0. 1. 0. 0. 0. 1. 1.
 1. 0. 0. 2. 1. 0. 1. 1. 1. 0. 0. 0. 0. 1. 1. 0. 0. 0. 1. 0. 0. 1. 0. 0.
 0. 0. 0. 0. 0. 1. 0. 0. 1. 0. 0. 0. 0. 2. 1. 0. 0. 1. 0. 1. 1. 2. 0. 0.
 1. 0. 0. 2. 1. 0. 1. 0. 1. 0. 0. 0. 0. 0. 0. 1. 0. 0. 0. 0. 0. 3. 1. 0.
 0. 0. 0. 0. 1. 0. 0. 2. 6. 3. 0. 1. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 0.
 2. 0. 0. 0. 0. 0. 0. 0.]"
36,36,test_unknown_1400_copper_lacma_eyebrow_nose_mask,test_unknown_1400_copper_lacma,eyebrow_nose_mask,2,"[0. 1. 0. 0. 0. 1. 0. 1. 5. 3. 0. 0. 0. 2. 3. 0. 0. 3. 3. 0. 0. 0. 0. 0.
 9. 3. 1. 1. 1. 0. 0. 2. 0. 0. 0. 2. 1. 0. 0. 3. 1. 0. 2. 0. 1. 0. 1. 0.
 0. 1. 0. 0. 1. 1. 1. 2. 3. 0. 1. 0. 0. 3. 1. 2. 0. 1. 3. 2. 5. 3. 0. 0.
 2. 0. 0. 2. 0. 1. 1. 1. 1. 2. 0. 0. 0. 0. 2. 1. 1. 2. 0. 1. 0. 0. 0. 0.
 3. 0. 6. 1. 1. 1. 1. 2. 2. 0. 1. 0. 2. 1. 1. 0. 0. 2. 0. 5. 0. 1. 0. 1.
 0. 0. 0. 1. 0. 1. 0. 0. 4. 0. 2. 2. 1. 0. 0. 0. 1. 1. 1. 5. 0. 2. 1. 0.
 2. 2. 0. 0. 0. 1. 2. 0. 0. 1. 0. 0. 1. 0. 1. 3. 0. 1. 0. 1. 0. 3. 0. 0.
 0. 1. 0. 3. 0. 0. 1. 1. 3. 0. 0. 3. 0. 1. 0. 2. 0. 0. 1. 0. 0. 1. 1. 1.
 1. 1. 0. 0. 0. 1. 0. 1.]"
37,37,ayutthaya_1300_1500_bronze_victoria_albert_eyebrow_nose_mask,ayutthaya_1300_1500_bronze_victoria_albert,eyebrow_nose_mask,1,"[ 0.  0.  0.  0.  1.  0.  0.  0.  4.  3.  0.  0.  0.  1.  0.  2.  1.  3.
  0.  0.  0.  1.  1.  0. 15.  2.  0.  0.  0.  0.  1.  0.  0.  0.  0.  2.
  0.  0.  0.  0.  0.  0.  2.  0.  1.  0.  0.  0.  1.  0.  0.  0.  0.  0.
  0.  0.  2.  0.  1.  1.  0.  2.  0.  2.  1.  0.  6.  1.  3.  0.  0.  0.
  0.  1.  0.  0.  0.  0.  1.  0.  0.  0.  0.  0.  0.  0.  0.  1.  0.  0.
  1.  0.  0.  0.  0.  0.  4.  1.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.
  1.  0.  0.  0.  0.  0.  1.  2.  0.  0.  0.  1.  0.  0.  0.  0.  0.  0.
  0.  0.  1.  0.  0.  0.  1.  0.  0.  1.  0.  0.  0.  1.  0.  0.  1.  0.
  2.  0.  0.  0.  1.  0.  5.  0.  0.  0.  1.  0.  0.  0.  0.  2.  0.  0.
  0.  2.  0.  0.  0.  0.  0.  0.  0.  1.  1.  0.  0.  1.  5.  0.  1.  0.
  0.  2.  0.  0.  0.  0.  0.  0.  0.  0.  2.  0.  2.  0.  0.  0.  0.  1.
  1.  0.]"
38,38,sukhothai_1550_1600_bronze_walters_eyebrow_nose_mask,sukhothai_1550_1600_bronze_walters,eyebrow_nose_mask,0,"[ 0.  2.  0.  0.  0.  0.  0.  0.  2.  0.  1.  0.  1.  0.  0.  0.  0.  1.
  0.  1.  0.  0.  0.  0. 11.  0.  0.  2.  1.  0.  1.  0.  1.  0.  0.  1.
  0.  0.  0.  2.  2.  0.  0.  1.  0.  0.  1.  0.  0.  0.  1.  0.  0.  0.
  0.  1.  0.  0.  0.  0.  0.  3.  0.  0.  0.  0.  2.  0.  0.  0.  3.  0.
  0.  0.  0.  0.  0.  0.  2.  0.  0.  2.  1.  0.  0.  1.  0.  0.  0.  0.
  1.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  1.  1.
  2.  0.  0.  0.  0.  2.  1.  1.  0.  0.  0.  0.  0.  3.  0.  0.  1.  0.
  0.  0.  1.  0.  1.  2.  0.  0.  1.  1.  1.  1.  0.  1.  1.  0.  0.  0.
  1.  0.  0.  0.  0.  0.  3.  0.  0.  0.  0.  0.  0.  0.  1.  0.  0.  0.
  0.  0.  0.  0.  1.  0.  0.  0.  0.  1.  0.  0.  0.  1.  7.  0.  0.  0.
  1.  1.  0.  2.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  1.  0.  1.
  1.  0.]"
39,39,sukhothai_buddha_1300_copper_art_gallery_NSW_eyebrow_nose_mask,sukhothai_buddha_1300_copper_art_gallery_NSW,eyebrow_nose_mask,0,"[2. 0. 0. 0. 0. 1. 2. 0. 4. 6. 0. 0. 1. 1. 0. 0. 0. 0. 2. 0. 1. 4. 0. 1.
 3. 3. 2. 1. 1. 0. 1. 1. 1. 1. 1. 1. 0. 0. 2. 1. 3. 0. 2. 1. 2. 0. 1. 4.
 0. 1. 0. 0. 0. 0. 1. 0. 0. 1. 1. 0. 0. 2. 0. 9. 0. 2. 0. 0. 2. 1. 1. 0.
 2. 0. 0. 0. 2. 2. 1. 0. 1. 2. 1. 0. 0. 0. 3. 1. 1. 0. 3. 2. 0. 0. 1. 0.
 1. 1. 2. 0. 0. 1. 1. 0. 1. 1. 0. 0. 2. 0. 1. 0. 1. 3. 1. 5. 0. 0. 0. 0.
 0. 1. 1. 0. 0. 0. 1. 0. 2. 0. 2. 0. 0. 0. 1. 1. 0. 0. 0. 4. 0. 1. 1. 0.
 4. 0. 0. 0. 1. 0. 3. 0. 0. 4. 1. 1. 1. 0. 1. 1. 0. 0. 1. 1. 1. 0. 1. 1.
 0. 0. 0. 1. 1. 0. 0. 0. 4. 1. 1. 0. 1. 4. 0. 3. 1. 0. 0. 0. 1. 0. 0. 0.
 1. 0. 0. 1. 2. 0. 3. 0.]"
